location,source,target,ID,fuzzy,context,translator_comments,developer_comments
frontend/events/disastereventlist.tsx:52,Disaster Event UUID,,disaster_event.uuid,,,,Label for disaster event UUID field
frontend/events/disastereventform.tsx:852,Disaster events,,disaster_events,,,,Disaster events
frontend/events/disastereventform.tsx:1095,Disaster events,,disaster_events,,,,Disaster events
frontend/events/disastereventlist.tsx:133,Showing {filtered} of {total} disaster event(s),,disaster_events.showing_filtered_of_total,,,,"Shows how many disaster events are displayed. {filtered} is the number of matching events, {total} is the total number of events."
routes/$lang+/disaster-record+/_index.tsx:111,Add new disaster record,,disaster_record.add,,,,Label for a button that adds new disaster record
frontend/disaster-record/form.tsx:105,Assessments methodologies,,disaster_record.assessment_modes,,,,
frontend/disaster-record/form.tsx:132,Checked by,,disaster_record.checked_by,,,,
routes/$lang+/disaster-record+/_index.tsx:103,{totalItems} disaster records in {instanceName},,disaster_record.count_header,,,,"Header text showing total number of disaster records and instance name. {totalItems} is the number of records, {instanceName} is the name of the current instance."
frontend/disaster-record/form.tsx:141,Data collector,,disaster_record.data_collector,,,,
frontend/disaster-record/form.tsx:95,Field assessment conducted,,disaster_record.field_assessment_date,,,,Label for field assessment conducted date
frontend/disaster-record/form.tsx:67,Local warning and local instructions (recommended actions),,disaster_record.local_warning_instructions,,,,Label for local warning and instructions field
frontend/disaster-record/form.tsx:42,Location Description,,disaster_record.location_description,,,,
frontend/disaster-record/form.tsx:87,Other data sources,,disaster_record.other_data_source,,,,
frontend/disaster-record/form.tsx:77,Primary data source,,disaster_record.primary_data_source,,,,
frontend/disaster-record/form.tsx:113,Recording institution,,disaster_record.recording_institution,,,,
frontend/disaster-record/form.tsx:123,Validated by,,disaster_record.validated_by,,,,
frontend/disaster-record/form.tsx:382,Disaster Records,,disaster_records,,,,
frontend/disaster-record/form.tsx:280,Disaster records,,disaster_records,,,,
routes/$lang+/disaster-record+/_index.tsx:98,Disaster records,,disaster_records,,,,Disaster records
frontend/disaster-record/form.tsx:282,Add disaster records,,disaster_records.add,,,,
frontend/disaster-record/form.tsx:281,Edit disaster records,,disaster_records.edit,,,,
routes/$lang+/disaster-record+/_index.tsx:142,Showing {filtered} of {total} disaster record(s),,disaster_records.showing_filtered_of_total,,,,"Shows how many disaster events are displayed. {filtered} is the number of matching events, {total} is the total number of events."
frontend/analytics/sectors/sections/MostDamagingEvents.tsx:261,Event Name,,event.name,,,,
routes/$lang+/disaster-record+/content-picker-config.tsx:114,No event found,,event.not_found,,,,
frontend/events/hazardeventform.tsx:492,Parent,,event.parent,,,,Label for parent event field
frontend/events/hazardevent-filters.tsx:36,Forecasted,,event_status.forecasted,,,,Label for forecasted hazardous event status
frontend/events/hazardevent-filters.tsx:41,Ongoing,,event_status.ongoing,,,,Label for ongoing hazardous event status
frontend/events/hazardevent-filters.tsx:46,Passed,,event_status.passed,,,,Label for passed hazardous event status
routes/$lang+/examples+/translations+/basic.tsx:33,Example message,,example,,,,Example description
routes/$lang+/examples+/translations+/basic.tsx:16,Example message,,example,,,,Example description
frontend/footer/footer.tsx:66,Privacy policy,,footer.privacy_policy,,,,
frontend/footer/footer.tsx:73,Terms and conditions,,footer.terms_and_conditions,,,,
frontend/footer/footer.tsx:56,"Tracking the costs of disasters is a vital step toward riskâ€‘informed development, and investing in disaster risk reduction.",,footer.tracking_disaster_costs_description,,,,
frontend/events/disastereventform.tsx:1045,Hazardous Event,,hazardous_event,,,,Hazardous Event
frontend/events/disastereventform.tsx:888,Hazardous event,,hazardous_event,,,,Hazardous event
frontend/events/disastereventform.tsx:912,Hazardous Event,,hazardous_event,,,,Hazardous event
frontend/events/disastereventform.tsx:690,Hazardous Event,,hazardous_event,,,,Hazardous Event
routes/$lang+/hazardous-event+/_index.tsx:62,Add new event,,hazardous_event.add,,,,Label for a button that adds new hazardous event.
frontend/events/hazardeventform.tsx:601,Add Hazardous Event caused by this event,,hazardous_event.add_cause,,,,Label for adding a hazardous event caused by another event
frontend/events/hazardeventform.tsx:477,Add hazardous event,,hazardous_event.add_label,,,,Label for adding a new hazardous event
frontend/events/hazardeventform.tsx:117,Attachments,,hazardous_event.attachments,,,,Label for attachments field
frontend/events/hazardeventform.tsx:620,Caused By,,hazardous_event.caused_by,,,,Label for the 'Caused By' relationship
frontend/events/hazardeventform.tsx:633,Causing,,hazardous_event.causing,,,,Label for the list of events caused by this event
frontend/events/hazardeventform.tsx:88,Composite Event - Chains Explanation,,hazardous_event.chains_explanation,,,,Label for chains explanation field
frontend/events/hazardeventform.tsx:175,Data Source,,hazardous_event.data_source,,,,Label for data source field
frontend/events/hazardeventform.tsx:78,Description,,hazardous_event.description,,,,Label for description field
frontend/events/hazardeventform.tsx:482,Edit hazardous event,,hazardous_event.edit_label,,,,Label for editing an existing hazardous event
frontend/events/hazardeventform.tsx:68,End Date,,hazardous_event.end_date,,,,Label for end date field
frontend/events/hazardeventform.tsx:97,Magnitude,,hazardous_event.magnitude,,,,Label for magnitude field
frontend/events/hazardeventform.tsx:48,National specification,,hazardous_event.national_specification,,,,Label for national specification field
frontend/events/hazardeventform.tsx:128,Record Originator,,hazardous_event.record_originator,,,,Label for record originator field
routes/$lang+/hazardous-event+/picker.tsx:28,Select parent for event,,hazardous_event.select_parent,,,,Title for parent event selection
frontend/events/hazardeventform.tsx:106,Spatial Footprint,,hazardous_event.spatial_footprint,,,,Label for spatial footprint field
frontend/events/hazardeventform.tsx:57,Start Date,,hazardous_event.start_date,,,,Label for start date field
frontend/events/hazardeventform.tsx:139,Hazardous Event Status,,hazardous_event.status,,,,Label for hazardous event status field
frontend/events/hazardeventform.tsx:148,Forecasted,,hazardous_event.status.forecasted,,,,Status label: forecasted
frontend/events/hazardeventform.tsx:156,Ongoing,,hazardous_event.status.ongoing,,,,Status label: ongoing
frontend/events/hazardeventform.tsx:164,Passed,,hazardous_event.status.passed,,,,Status label: passed
frontend/events/hazardeventlist.tsx:286,Hazardous Event UUID,,hazardous_event.uuid,,,,Label for the UUID of a hazardous event
routes/$lang+/hazardous-event+/_index.tsx:44,Hazardous events,,hazardous_events,,,,Name for hazardous event records
frontend/events/hazardeventform.tsx:592,Hazardous events,,hazardous_events,,,,Label used in multiple places to refer to these type of records
frontend/events/hazardeventform.tsx:472,Hazardous events,,hazardous_events,,,,Name for hazardous event records
frontend/events/hazardeventlist.tsx:242,Showing {filtered} of {total} hazardous event(s),,hazardous_events.showing_filtered_of_total,,,,"Shows how many hazardous events are displayed. {filtered} is the number of matching events, {total} is the total number of events."
components/EventCounter.tsx:22,{count} hazardous event(s) in {instance},,hazardous_events_count_in_instance,,,,Describes the number of hazardous events in a specific instance. Example: '5 hazardous events in Example Country Instance'.
frontend/events/hazardevent-filters.tsx:222,All clusters,,hip.all_clusters,,,,Option label for filtering all clusters
frontend/events/hazardevent-filters.tsx:185,All hazard types,,hip.all_hazard_types,,,,Option label for filtering all hazard types
frontend/analytics/sectors/sections/ImpactOnSector.tsx:139,All Hazards,,hip.all_hazards,,,,
frontend/events/hazardevent-filters.tsx:205,Cluster,,hip.cluster,,,,Label for cluster filter
frontend/hip/hip.tsx:34,Cluster,,hip.cluster_short,,,,"HIP hazard cluster (in HIP classification context, short)"
frontend/events/hazardevent-filters.tsx:260,Enter hazard name or HIPS ID ...,,hip.enter_hazard_name_or_hips_id,,,,Placeholder text for hazard search input
frontend/analytics/sectors/sections/Filters.tsx:311,Error Processing Hazard Clusters,,hip.error_processing_hazard_clusters,,,,
frontend/analytics/sectors/sections/Filters.tsx:231,Error Processing Hazard Types,,hip.error_processing_hazard_types,,,,
frontend/analytics/sectors/sections/Filters.tsx:397,Error Processing Specific Hazards,,hip.error_processing_specific_hazards,,,,
frontend/analytics/sectors/sections/Filters.tsx:312,Failed to process hazard clusters data. Please try again later.,,hip.failed_to_process_hazard_clusters,,,,
frontend/analytics/sectors/sections/Filters.tsx:232,Failed to process hazard types data. Please try again later.,,hip.failed_to_process_hazard_types,,,,
frontend/analytics/sectors/sections/Filters.tsx:398,Failed to process specific hazards data. Please try again later.,,hip.failed_to_process_specific_hazards,,,,
frontend/events/hazardevent-filters.tsx:386,All event statuses,,hip.filter.all_event_statuses,,,,Option label for filtering all hazardous event statuses
frontend/events/hazardevent-filters.tsx:412,All record statuses,,hip.filter.all_record_statuses,,,,Option label for filtering all record statuses
frontend/events/hazardevent-filters.tsx:432,Apply filters,,hip.filter.apply_filters,,,,Label for apply filters button on hazardous events list page
frontend/events/hazardevent-filters.tsx:439,Clear,,hip.filter.clear,,,,Label for clear filters link on hazardous events list page
frontend/events/hazardevent-filters.tsx:322,From,,hip.filter.from,,,,Label for date range 'From' filter
frontend/events/hazardevent-filters.tsx:374,Hazardous event status,,hip.filter.hazardous_event_status,,,,Label for hazardous event status filter
frontend/events/hazardevent-filters.tsx:404,Record status,,hip.filter.record_status,,,,Label for record status filter
frontend/events/hazardevent-filters.tsx:348,Recording organization,,hip.filter.recording_organization,,,,Label for recording organization filter
frontend/events/hazardevent-filters.tsx:359,Search organization...,,hip.filter.search_organization,,,,Placeholder for searching organizations in filter
frontend/events/hazardevent-filters.tsx:335,To,,hip.filter.to,,,,Label for date range 'To' filter
frontend/hip/hazardpicker.tsx:130,Filter By Hazard Name,,hip.filter_by_hazard_name,,,,Label for hazard name filter field in HIP
frontend/hip/hazardpicker.tsx:159,Filter by hazard name,,hip.filter_by_hazard_name_placeholder,,,,Placeholder for hazard name filter input
frontend/disaster-record/form.tsx:185,Hazard,,hip.hazard,,,,HIP Hazard
frontend/disaster-record/form.tsx:402,Hazard,,hip.hazard,,,,
frontend/hip/hip.tsx:16,Hazard classification,,hip.hazard_classification,,,,Title for the HIP hazard classification section
frontend/disaster-record/form.tsx:320,Hazard classification,,hip.hazard_classification,,,,HIP Hazard classification
frontend/events/disastereventform.tsx:956,Hazard classification,,hip.hazard_classification,,,,Hazard classification
frontend/events/hazardeventform.tsx:526,Hazard classification,,hip.hazard_classification,,,,Label for hazard classification field
frontend/analytics/hazards/sections/HazardFilters.tsx:164,Hazard Cluster,,hip.hazard_cluster,,,,
frontend/analytics/sectors/sections/ImpactOnSector.tsx:134,Hazard Cluster,,hip.hazard_cluster,,,,
frontend/hip/hazardpicker.tsx:212,Hazard Cluster,,hip.hazard_cluster,,,,Label for hazard cluster field
frontend/hip/hip.tsx:43,Hazard,,hip.hazard_short,,,,"HIP hazard name (in HIP classification context, short)"
frontend/analytics/sectors/sections/ImpactOnSector.tsx:137,Hazard Type,,hip.hazard_type,,,,
frontend/events/hazardeventlist.tsx:270,Hazard type,,hip.hazard_type,,,,Label for hazard type
frontend/hip/hazardpicker.tsx:171,Hazard Type,,hip.hazard_type,,,,Label for hazard type field
frontend/events/hazardevent-filters.tsx:166,Hazard type,,hip.hazard_type,,,,Label for hazard type
frontend/analytics/hazards/sections/HazardFilters.tsx:137,Hazard Type,,hip.hazard_type,,,,
frontend/hip/hazardpicker.tsx:237,Select Cluster,,hip.select_cluster,,,,Placeholder option text for hazard cluster selection in HIP
frontend/hip/hazardpicker.tsx:279,Select Hazard,,hip.select_hazard,,,,Placeholder option text for specific hazard selection in HIP
frontend/analytics/hazards/sections/HazardFilters.tsx:149,Select a hazard type,,hip.select_hazard_type,,,,
frontend/hip/hazardpicker.tsx:193,Select Type,,hip.select_type,,,,Placeholder option text for hazard type selection in HIP
frontend/hip/hazardpicker.tsx:257,Specific Hazard,,hip.specific_hazard,,,,Label for specific hazard field in HIP
frontend/events/hazardevent-filters.tsx:240,Specific hazard,,hip.specific_hazard,,,,Label for specific hazard filter
frontend/analytics/sectors/sections/ImpactOnSector.tsx:131,Specific Hazard,,hip.specific_hazard,,,,
frontend/hip/hip.tsx:25,Type,,hip.type_short,,,,"HIP hazard type (in HIP classification context, short)"
routes/$lang+/disaster-record+/edit.$id.tsx:268,Human Effects,,human_effects,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:296,Affected (Old DesInventar),,human_effects.affected_old_desinventar,,,,Human Effects Affected (DesInventar is an older system used for tracking disaster data)
routes/$lang+/disaster-record+/edit.$id.tsx:307,Deaths,,human_effects.deaths,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:325,Directly,,human_effects.directly_affected,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:337,Displaced,,human_effects.displaced,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:331,Indirectly,,human_effects.indirectly_affected,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:313,Injured,,human_effects.injured,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:319,Missing,,human_effects.missing,,,,
frontend/header/header.tsx:290,About,,nav.about,,,,
frontend/header/header.tsx:129,About,,nav.about,,,,
frontend/header/header.tsx:140,About the system,,nav.about_the_system,,,,
frontend/header/header.tsx:301,About the system,,nav.about_the_system,,,,
routes/$lang+/settings/nav.tsx:42,About the System,,nav.about_the_system,,,,
frontend/header/header.tsx:130,About Us,,nav.about_us,,,,
frontend/header/header.tsx:291,About Us,,nav.about_us,,,,
frontend/header/header.tsx:325,Access Management,,nav.access_management,,,,
routes/$lang+/settings/nav.tsx:35,Access management,,nav.access_management,,,,
frontend/header/header.tsx:348,Account,,nav.account,,,,
frontend/header/header.tsx:108,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:117,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:274,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:278,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:113,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:270,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:269,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:109,Analysis,,nav.analysis,,,,
frontend/header/header.tsx:282,Disaster Events,,nav.analysis.disaster_events,,,,
frontend/header/header.tsx:121,Disaster Events,,nav.analysis.disaster_events,,,,
frontend/header/header.tsx:281,Hazards,,nav.analysis.hazards,,,,
frontend/header/header.tsx:120,Hazards,,nav.analysis.hazards,,,,
frontend/header/header.tsx:280,Sectors,,nav.analysis.sectors,,,,
frontend/header/header.tsx:119,Sectors,,nav.analysis.sectors,,,,
frontend/header/header.tsx:329,API Keys,,nav.api_keys,,,,
frontend/header/header.tsx:334,Assets,,nav.assets,,,,
frontend/header/header.tsx:330,Assets,,nav.assets,,,,
frontend/header/header.tsx:354,Change Email,,nav.change_email,,,,
frontend/header/header.tsx:359,Change Email,,nav.change_email,,,,
frontend/header/header.tsx:200,Change password,,nav.change_password,,,,
frontend/header/header.tsx:353,Change Password,,nav.change_password,,,,
frontend/header/header.tsx:243,Data,,nav.data,,,,
frontend/header/header.tsx:75,Data,,nav.data,,,,
frontend/header/header.tsx:76,Data management,,nav.data_management,,,,
frontend/header/header.tsx:244,Data management,,nav.data_management,,,,
frontend/header/header.tsx:255,Disaster events,,nav.disaster_events,,,,
routes/$lang+/settings/nav.tsx:21,Disaster Events,,nav.disaster_events,,,,
frontend/header/header.tsx:91,Disaster events,,nav.disaster_events,,,,
frontend/header/header.tsx:261,Disaster records,,nav.disaster_records,,,,
frontend/header/header.tsx:100,Disaster records,,nav.disaster_records,,,,
frontend/header/header.tsx:252,Events,,nav.events,,,,
frontend/header/header.tsx:84,Events,,nav.events,,,,
frontend/header/header.tsx:248,Events and records,,nav.events_and_records,,,,
frontend/header/header.tsx:80,Events and records,,nav.events_and_records,,,,
frontend/header/header.tsx:295,General,,nav.general,,,,
frontend/header/header.tsx:134,General,,nav.general,,,,
frontend/header/header.tsx:299,General,,nav.general,,,,
frontend/footer/footer.tsx:27,General,,nav.general,,,,
frontend/header/header.tsx:138,General,,nav.general,,,,
routes/$lang+/settings/nav.tsx:33,Geographic levels,,nav.geographic_levels,,,,
frontend/header/header.tsx:327,Geographic levels,,nav.geographic_levels,,,,
frontend/header/header.tsx:254,Hazardous events,,nav.hazardous_events,,,,
frontend/header/header.tsx:87,Hazardous events,,nav.hazardous_events,,,,
routes/$lang+/settings/nav.tsx:20,Hazards,,nav.hazards,,,,
frontend/header/header.tsx:318,Main settings,,nav.main_settings,,,,
frontend/header/header.tsx:304,Methodologies,,nav.methodologies,,,,
frontend/footer/footer.tsx:43,Methodologies,,nav.methodologies,,,,
frontend/header/header.tsx:143,Methodologies,,nav.methodologies,,,,
routes/$lang+/settings/nav.tsx:45,Methodologies,,nav.methodologies,,,,
routes/$lang+/settings/nav.tsx:36,Organizations,,nav.organizations,,,,
frontend/header/header.tsx:303,Partners,,nav.partners,,,,
frontend/footer/footer.tsx:38,Partners,,nav.partners,,,,
frontend/header/header.tsx:142,Partners,,nav.partners,,,,
routes/$lang+/settings/nav.tsx:44,Partners,,nav.partners,,,,
frontend/header/header.tsx:259,Records,,nav.records,,,,
frontend/header/header.tsx:98,Records,,nav.records,,,,
routes/$lang+/settings/nav.tsx:34,Sectors,,nav.sectors,,,,
routes/$lang+/settings/nav.tsx:28,Sectors,,nav.sectors,,,,
routes/$lang+/settings/nav.tsx:19,Sectors,,nav.sectors,,,,
frontend/header/header.tsx:333,Sectors,,nav.sectors,,,,
frontend/header/header.tsx:328,Sectors,,nav.sectors,,,,
frontend/header/header.tsx:313,Settings,,nav.settings,,,,
frontend/header/header.tsx:152,Sign in,,nav.sign_in,,,,
frontend/header/header.tsx:183,Sign out,,nav.sign_out,,,,
frontend/header/header.tsx:367,Sign out,,nav.sign_out,,,,
frontend/header/header.tsx:232,Sign out,,nav.sign_out,,,,
frontend/header/header.tsx:184,Super Admin Logout,,nav.super_admin_logout,,,,
frontend/header/header.tsx:305,Support,,nav.support,,,,
frontend/footer/footer.tsx:48,Support,,nav.support,,,,
routes/$lang+/settings/nav.tsx:46,Support,,nav.support,,,,
frontend/header/header.tsx:144,Support,,nav.support,,,,
frontend/header/header.tsx:322,System,,nav.system,,,,
frontend/header/header.tsx:326,System settings,,nav.system_settings,,,,
routes/$lang+/settings/nav.tsx:32,System settings,,nav.system_settings,,,,
frontend/header/header.tsx:302,Technical specifications,,nav.technical_specifications,,,,
frontend/header/header.tsx:141,Technical specifications,,nav.technical_specifications,,,,
frontend/footer/footer.tsx:32,Technical specifications,,nav.technical_specifications,,,,
routes/$lang+/settings/nav.tsx:43,Technical Specifications,,nav.technical_specifications,,,,
frontend/header/header.tsx:206,TOTP (2FA),,nav.totp_2fa,,,,
frontend/header/header.tsx:344,User,,nav.user,,,,
frontend/header/header.tsx:314,User and System Settings,,nav.user_and_system_settings,,,,
frontend/header/header.tsx:153,User Sign in,,nav.user_sign_in,,,,
frontend/header/header.tsx:368,User sign out,,nav.user_sign_out,,,,
frontend/header/header.tsx:233,User sign out,,nav.user_sign_out,,,,
frontend/header/header.tsx:338,Your profile,,nav.your_profile,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:802,Non-economic Losses,,non_economic_losses,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:829,Category,,non_economic_losses.category,,,,Category
routes/$lang+/disaster-record+/edit.$id.tsx:836,Description,,non_economic_losses.description,,,,Description
frontend/pagination/view.tsx:116,"Current page, page {page_number}",,pagination.current_page,,,,"Announcement of current page in pagination, {page_number} will be replaced with the actual page number"
frontend/pagination/view.tsx:131,Page {page_number},,pagination.go_to_page,,,,"Aria label for link to a specific page, {page_number} will be replaced with the actual page number"
frontend/pagination/view.tsx:168,{count} / page,,pagination.items_per_page,,,,Label for number of items per page in pagination dropdown. {count} will be replaced with the number.
frontend/pagination/view.tsx:84,Pagination,,pagination.label,,,,Aria label for pagination section
frontend/pagination/view.tsx:151,Next page,,pagination.next_page,,,,Aria label for next page link in pagination
frontend/pagination/view.tsx:96,Previous page,,pagination.previous_page,,,,Aria label for previous page link in pagination
routes/$lang+/disaster-record+/_index.tsx:86,Actions,,record.actions,,,,Actions that could be performed on these records
frontend/components/delete-dialog.tsx:121,Do not delete,,record.cancel_delete,,,,Label for the cancel delete button
frontend/events/hazardeventlist.tsx:293,Created,,record.created,,,,Label for the creation date of a record
frontend/events/hazardeventform.tsx:658,Created at,,record.created_at,,,,Label for creation timestamp
routes/$lang+/analytics+/disaster-events.tsx:697,Data Source,,record.data_source,,,,
frontend/components/delete-dialog.tsx:106,Are you sure you want to delete this record?,,record.delete_confirmation,,,,Confirmation message shown when deleting a record
frontend/components/delete-dialog.tsx:111,This data cannot be recovered after being deleted.,,record.delete_confirmation_message,,,,Message explaining that deleted data cannot be recovered
frontend/components/delete-dialog.tsx:116,Delete permanently,,record.delete_permanently,,,,Label for the permanent delete confirmation button
frontend/events/hazardeventlist.tsx:41,Edit,,record.edit,,,,Label for edit action
frontend/form.tsx:1423,ID,,record.id,,,,Label for record ID Field
components/ListLegend.tsx:25,Draft,,record.legend.draft,,,,"Label for draft status in legend, used across record types"
components/ListLegend.tsx:53,Needs revision,,record.legend.needs_revision,,,,"Label for needs revision status in legend, used across record types"
components/ListLegend.tsx:80,Published,,record.legend.published,,,,"Label for published status in legend, used across record types"
components/ListLegend.tsx:67,Validated,,record.legend.validated,,,,"Label for validated status in legend, used across record types"
components/ListLegend.tsx:39,Waiting for validation,,record.legend.waiting_for_validation,,,,"Label for waiting for validation status in legend, used across record types"
frontend/events/hazardeventlist.tsx:366,No records found,,record.none_found,,,,Message displayed when no records are found
frontend/components/list-page-disasterevents-filters.tsx:169,Select record status,,record.select_status,,,,Label for record status selection
frontend/components/DisasterRecordsFilter.tsx:265,Select record status,,record.select_status,,,,
frontend/spatialFootprintView.tsx:109,Spatial Footprint,,record.spatial_footprint,,,,Label for spatial footprint
frontend/spatialFootprintView.tsx:29,Spatial Footprint,,record.spatial_footprint,,,,Label for spatial footprint
frontend/spatialFootprintView.tsx:141,Spatial Footprint,,record.spatial_footprint,,,,Label for spatial footprint
frontend/spatialFootprintFormView.tsx:74,Spatial Footprint,,record.spatial_footprint,,,,
frontend/spatialFootprintView.tsx:131,Map Preview,,record.spatial_footprint.map_preview,,,,Label for map preview
routes/$lang+/disaster-record+/_index.tsx:55,Record Status,,record.status,,,,
frontend/components/list-page-disasterevents-filters.tsx:160,Record Status,,record.status,,,,Label for record status field
frontend/events/disastereventlist.tsx:45,Record Status,,record.status,,,,Label for record status field
routes/$lang+/disaster-record+/_index.tsx:59,Record UUID,,record.status,,,,Record UUID (UUID is specific type of ID)
frontend/components/DisasterRecordsFilter.tsx:252,Record Status,,record.status,,,,
frontend/events/hazardeventlist.tsx:278,Record Status,,record.status_label,,,,Label for record status column in table
components/ListLegend.tsx:12,Record status,,record.status_label,,,,"Label for record status, used across different record types"
frontend/events/hazardeventlist.tsx:308,Actions,,record.table.actions,,,,Label for the actions column in record tables
frontend/events/hazardeventlist.tsx:300,Updated,,record.updated,,,,Label for the last updated date of a record
frontend/events/hazardeventform.tsx:667,Updated at,,record.updated_at,,,,Label for last updated timestamp
frontend/events/hazardeventlist.tsx:58,View,,record.view,,,,Label for view action
frontend/events/hazardevent-filters.tsx:56,Draft,,record_status.draft,,,,Label for draft record status
frontend/events/hazardevent-filters.tsx:66,Needs revision,,record_status.needs_revision,,,,Label for needs revision record status
frontend/events/hazardevent-filters.tsx:76,Published,,record_status.published,,,,Label for published record status
frontend/events/hazardevent-filters.tsx:71,Validated,,record_status.validated,,,,Label for validated record status
frontend/events/hazardevent-filters.tsx:61,Waiting for validation,,record_status.waiting_for_validation,,,,Label for waiting for validation record status
frontend/data_screen.tsx:127,Resource actions,,resource_actions,,,,"Label for the group of actions (Add new, Export, Import, etc.) on list pages"
frontend/components/DisasterRecordsFilter.tsx:281,Sector,,sector,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:586,Sector Effects,,sector_effects,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:661,Cost,,sector_effects.cost,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:649,Cost,,sector_effects.cost,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:637,Damage,,sector_effects.damage,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:609,Damage,,sector_effects.damage,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:667,Disruption,,sector_effects.disruption,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:615,Losses,,sector_effects.losses,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:655,Losses,,sector_effects.losses,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:643,Recovery Cost,,sector_effects.recovery_cost,,,,
routes/$lang+/disaster-record+/edit.$id.tsx:631,Sector,,sector_effects.sector,,,,
frontend/components/DisasterRecordsFilter.tsx:294,All sectors,,sectors.all,,,,
frontend/components/DisasterRecordsFilter.tsx:324,Select sub sector,,sectors.select_sub_sector,,,,
frontend/components/DisasterRecordsFilter.tsx:310,Sub sector,,sectors.sub_sector,,,,
frontend/events/disastereventform.tsx:651,Spatial Footprint,,spatial_footprint,,,,Spatial footprint
frontend/disaster-record/form.tsx:159,Spatial Footprint,,spatial_footprint,,,,
frontend/spatialFootprintFormView.tsx:190,Geographic Level,,spatial_footprint.geographic_level,,,,
frontend/spatialFootprintFormView.tsx:113,Geographic Level,,spatial_footprint.geographic_level,,,,
frontend/spatialFootprintFormView.tsx:291,Geographic levels,,spatial_footprint.geographic_levels,,,,Label for geographic levels root caption
frontend/spatialFootprintFormView.tsx:146,Item Type,,spatial_footprint.item_type,,,,Label for type of item to display in spatial footprint
components/ContentRepeater/index.tsx:1642,Lat,,spatial_footprint.latitude,,,,Label for latitude value (short)
components/CustomMap.tsx:823,Loading map data...,,spatial_footprint.loading_map_data,,,,
components/ContentRepeater/index.tsx:1646,Lng,,spatial_footprint.longitude,,,,Label for longitude value (short)
frontend/spatialFootprintFormView.tsx:102,Map Coordinates,,spatial_footprint.map_coordinates,,,,
frontend/spatialFootprintFormView.tsx:180,Map Coordinates,,spatial_footprint.map_coordinates,,,,
components/SpatialFootprintMapViewer.tsx:295,Map Preview,,spatial_footprint.map_preview,,,,Map Preview (button label)
components/ContentRepeater/index.tsx:1577,Open Map,,spatial_footprint.open_map,,,,Label for open map button
components/ContentRepeater/index.tsx:1419,Preview Map,,spatial_footprint.preview_map,,,,Label for preview map button
frontend/spatialFootprintFormView.tsx:286,Select Geographic level,,spatial_footprint.select_geographic_level,,,,Label for selecting geographic level
frontend/spatialFootprintFormView.tsx:260,Select Geographic level,,spatial_footprint.select_geographic_level,,,,Label for selecting geographic level
